A1: 3 MB malloc, 13 MB malloc, -5 MB malloc, 18 MB malloc, 16 MB malloc, 0 MB malloc, 2 MB malloc, 19 MB malloc, 23 MB malloc, 6 MB malloc
A597: 23 MB malloc, 28 MB malloc, 20 MB malloc, 33 MB malloc, 31 MB malloc, 25 MB malloc, 27 MB malloc, 34 MB malloc, 38 MB malloc, 31 MB malloc
A598: 13 MB malloc, 19 MB malloc, 9 MB malloc, 24 MB malloc, 22 MB malloc, 14 MB malloc, 16 MB malloc, 25 MB malloc, 29 MB malloc, 20 MB malloc
A599: 28 MB malloc, 29 MB malloc, 29 MB malloc, 34 MB malloc, 32 MB malloc, 34 MB malloc, 36 MB malloc, 35 MB malloc, 39 MB malloc, 40 MB malloc
A600: 20 MB malloc, 21 MB malloc, 21 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 28 MB malloc, 27 MB malloc, 31 MB malloc, 32 MB malloc
A601: 2 MB malloc, 4 MB malloc, 2 MB malloc, 9 MB malloc, 7 MB malloc, 7 MB malloc, 9 MB malloc, 10 MB malloc, 14 MB malloc, 13 MB malloc
A602: 10 MB malloc, 11 MB malloc, 11 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 18 MB malloc, 17 MB malloc, 21 MB malloc, 22 MB malloc
A603: 30 MB malloc, 36 MB malloc, 26 MB malloc, 41 MB malloc, 39 MB malloc, 31 MB malloc, 33 MB malloc, 42 MB malloc, 46 MB malloc, 37 MB malloc
A604: 26 MB malloc, 27 MB malloc, 27 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 34 MB malloc, 33 MB malloc, 37 MB malloc, 38 MB malloc
A605: 15 MB malloc, 22 MB malloc, 10 MB malloc, 27 MB malloc, 25 MB malloc, 15 MB malloc, 17 MB malloc, 28 MB malloc, 32 MB malloc, 21 MB malloc
A606: 2 MB malloc, 8 MB malloc, -2 MB malloc, 13 MB malloc, 11 MB malloc, 3 MB malloc, 5 MB malloc, 14 MB malloc, 18 MB malloc, 9 MB malloc
A607: 20 MB malloc, 21 MB malloc, 21 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 28 MB malloc, 27 MB malloc, 31 MB malloc, 32 MB malloc
A608: 17 MB malloc, 18 MB malloc, 18 MB malloc, 23 MB malloc, 21 MB malloc, 23 MB malloc, 25 MB malloc, 24 MB malloc, 28 MB malloc, 29 MB malloc
A609: 27 MB malloc, 37 MB malloc, 19 MB malloc, 42 MB malloc, 40 MB malloc, 24 MB malloc, 26 MB malloc, 43 MB malloc, 47 MB malloc, 30 MB malloc
A610: 11 MB malloc, 20 MB malloc, 4 MB malloc, 25 MB malloc, 23 MB malloc, 9 MB malloc, 11 MB malloc, 26 MB malloc, 30 MB malloc, 15 MB malloc
A611: 12 MB malloc, 18 MB malloc, 8 MB malloc, 23 MB malloc, 21 MB malloc, 13 MB malloc, 15 MB malloc, 24 MB malloc, 28 MB malloc, 19 MB malloc
A612: 1 MB malloc, 6 MB malloc, -2 MB malloc, 11 MB malloc, 9 MB malloc, 3 MB malloc, 5 MB malloc, 12 MB malloc, 16 MB malloc, 9 MB malloc
A613: 22 MB malloc, 24 MB malloc, 22 MB malloc, 29 MB malloc, 27 MB malloc, 27 MB malloc, 29 MB malloc, 30 MB malloc, 34 MB malloc, 33 MB malloc
A614: 29 MB malloc, 31 MB malloc, 29 MB malloc, 36 MB malloc, 34 MB malloc, 34 MB malloc, 36 MB malloc, 37 MB malloc, 41 MB malloc, 40 MB malloc
A615: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A616: 11 MB malloc, 17 MB malloc, 7 MB malloc, 22 MB malloc, 20 MB malloc, 12 MB malloc, 14 MB malloc, 23 MB malloc, 27 MB malloc, 18 MB malloc
A617: 3 MB malloc, 5 MB malloc, 3 MB malloc, 10 MB malloc, 8 MB malloc, 8 MB malloc, 10 MB malloc, 11 MB malloc, 15 MB malloc, 14 MB malloc
A618: 10 MB malloc, 12 MB malloc, 10 MB malloc, 17 MB malloc, 15 MB malloc, 15 MB malloc, 17 MB malloc, 18 MB malloc, 22 MB malloc, 21 MB malloc
A619: 29 MB malloc, 36 MB malloc, 24 MB malloc, 41 MB malloc, 39 MB malloc, 29 MB malloc, 31 MB malloc, 42 MB malloc, 46 MB malloc, 35 MB malloc
A620: 15 MB malloc, 24 MB malloc, 8 MB malloc, 29 MB malloc, 27 MB malloc, 13 MB malloc, 15 MB malloc, 30 MB malloc, 34 MB malloc, 19 MB malloc
A621: 19 MB malloc, 25 MB malloc, 15 MB malloc, 30 MB malloc, 28 MB malloc, 20 MB malloc, 22 MB malloc, 31 MB malloc, 35 MB malloc, 26 MB malloc
A622: 17 MB malloc, 18 MB malloc, 18 MB malloc, 23 MB malloc, 21 MB malloc, 23 MB malloc, 25 MB malloc, 24 MB malloc, 28 MB malloc, 29 MB malloc
A623: 18 MB malloc, 19 MB malloc, 19 MB malloc, 24 MB malloc, 22 MB malloc, 24 MB malloc, 26 MB malloc, 25 MB malloc, 29 MB malloc, 30 MB malloc
A624: 18 MB malloc, 25 MB malloc, 13 MB malloc, 30 MB malloc, 28 MB malloc, 18 MB malloc, 20 MB malloc, 31 MB malloc, 35 MB malloc, 24 MB malloc
A625: 27 MB malloc, 33 MB malloc, 23 MB malloc, 38 MB malloc, 36 MB malloc, 28 MB malloc, 30 MB malloc, 39 MB malloc, 43 MB malloc, 34 MB malloc
A626: 9 MB malloc, 18 MB malloc, 2 MB malloc, 23 MB malloc, 21 MB malloc, 7 MB malloc, 9 MB malloc, 24 MB malloc, 28 MB malloc, 13 MB malloc
A627: 15 MB malloc, 17 MB malloc, 15 MB malloc, 22 MB malloc, 20 MB malloc, 20 MB malloc, 22 MB malloc, 23 MB malloc, 27 MB malloc, 26 MB malloc
A628: 8 MB malloc, 9 MB malloc, 9 MB malloc, 14 MB malloc, 12 MB malloc, 14 MB malloc, 16 MB malloc, 15 MB malloc, 19 MB malloc, 20 MB malloc
A629: 11 MB malloc, 19 MB malloc, 5 MB malloc, 24 MB malloc, 22 MB malloc, 10 MB malloc, 12 MB malloc, 25 MB malloc, 29 MB malloc, 16 MB malloc
A630: 4 MB malloc, 7 MB malloc, 3 MB malloc, 12 MB malloc, 10 MB malloc, 8 MB malloc, 10 MB malloc, 13 MB malloc, 17 MB malloc, 14 MB malloc
A631: 9 MB malloc, 14 MB malloc, 6 MB malloc, 19 MB malloc, 17 MB malloc, 11 MB malloc, 13 MB malloc, 20 MB malloc, 24 MB malloc, 17 MB malloc
A632: 17 MB malloc, 18 MB malloc, 18 MB malloc, 23 MB malloc, 21 MB malloc, 23 MB malloc, 25 MB malloc, 24 MB malloc, 28 MB malloc, 29 MB malloc
A633: 12 MB malloc, 19 MB malloc, 7 MB malloc, 24 MB malloc, 22 MB malloc, 12 MB malloc, 14 MB malloc, 25 MB malloc, 29 MB malloc, 18 MB malloc
A634: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A635: 11 MB malloc, 17 MB malloc, 7 MB malloc, 22 MB malloc, 20 MB malloc, 12 MB malloc, 14 MB malloc, 23 MB malloc, 27 MB malloc, 18 MB malloc
A636: 20 MB malloc, 23 MB malloc, 19 MB malloc, 28 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 29 MB malloc, 33 MB malloc, 30 MB malloc
A637: 10 MB malloc, 11 MB malloc, 11 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 18 MB malloc, 17 MB malloc, 21 MB malloc, 22 MB malloc
A638: 18 MB malloc, 20 MB malloc, 18 MB malloc, 25 MB malloc, 23 MB malloc, 23 MB malloc, 25 MB malloc, 26 MB malloc, 30 MB malloc, 29 MB malloc
A639: 1 MB malloc, 3 MB malloc, 1 MB malloc, 8 MB malloc, 6 MB malloc, 6 MB malloc, 8 MB malloc, 9 MB malloc, 13 MB malloc, 12 MB malloc
A640: 1 MB malloc, 2 MB malloc, 2 MB malloc, 7 MB malloc, 5 MB malloc, 7 MB malloc, 9 MB malloc, 8 MB malloc, 12 MB malloc, 13 MB malloc
A641: 14 MB malloc, 18 MB malloc, 12 MB malloc, 23 MB malloc, 21 MB malloc, 17 MB malloc, 19 MB malloc, 24 MB malloc, 28 MB malloc, 23 MB malloc
A642: 26 MB malloc, 27 MB malloc, 27 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 34 MB malloc, 33 MB malloc, 37 MB malloc, 38 MB malloc
A643: 13 MB malloc, 19 MB malloc, 9 MB malloc, 24 MB malloc, 22 MB malloc, 14 MB malloc, 16 MB malloc, 25 MB malloc, 29 MB malloc, 20 MB malloc
A644: 27 MB malloc, 37 MB malloc, 19 MB malloc, 42 MB malloc, 40 MB malloc, 24 MB malloc, 26 MB malloc, 43 MB malloc, 47 MB malloc, 30 MB malloc
A645: 14 MB malloc, 15 MB malloc, 15 MB malloc, 20 MB malloc, 18 MB malloc, 20 MB malloc, 22 MB malloc, 21 MB malloc, 25 MB malloc, 26 MB malloc
A646: 25 MB malloc, 32 MB malloc, 20 MB malloc, 37 MB malloc, 35 MB malloc, 25 MB malloc, 27 MB malloc, 38 MB malloc, 42 MB malloc, 31 MB malloc
A647: 22 MB malloc, 26 MB malloc, 20 MB malloc, 31 MB malloc, 29 MB malloc, 25 MB malloc, 27 MB malloc, 32 MB malloc, 36 MB malloc, 31 MB malloc
A648: 12 MB malloc, 13 MB malloc, 13 MB malloc, 18 MB malloc, 16 MB malloc, 18 MB malloc, 20 MB malloc, 19 MB malloc, 23 MB malloc, 24 MB malloc
A649: 4 MB malloc, 5 MB malloc, 5 MB malloc, 10 MB malloc, 8 MB malloc, 10 MB malloc, 12 MB malloc, 11 MB malloc, 15 MB malloc, 16 MB malloc
A650: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A651: 11 MB malloc, 14 MB malloc, 10 MB malloc, 19 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 20 MB malloc, 24 MB malloc, 21 MB malloc
A652: 9 MB malloc, 10 MB malloc, 10 MB malloc, 15 MB malloc, 13 MB malloc, 15 MB malloc, 17 MB malloc, 16 MB malloc, 20 MB malloc, 21 MB malloc
A653: 28 MB malloc, 36 MB malloc, 22 MB malloc, 41 MB malloc, 39 MB malloc, 27 MB malloc, 29 MB malloc, 42 MB malloc, 46 MB malloc, 33 MB malloc
A654: 5 MB malloc, 7 MB malloc, 5 MB malloc, 12 MB malloc, 10 MB malloc, 10 MB malloc, 12 MB malloc, 13 MB malloc, 17 MB malloc, 16 MB malloc
A655: 5 MB malloc, 12 MB malloc, 0 MB malloc, 17 MB malloc, 15 MB malloc, 5 MB malloc, 7 MB malloc, 18 MB malloc, 22 MB malloc, 11 MB malloc
A656: 27 MB malloc, 28 MB malloc, 28 MB malloc, 33 MB malloc, 31 MB malloc, 33 MB malloc, 35 MB malloc, 34 MB malloc, 38 MB malloc, 39 MB malloc
A657: 24 MB malloc, 25 MB malloc, 25 MB malloc, 30 MB malloc, 28 MB malloc, 30 MB malloc, 32 MB malloc, 31 MB malloc, 35 MB malloc, 36 MB malloc
A658: 14 MB malloc, 19 MB malloc, 11 MB malloc, 24 MB malloc, 22 MB malloc, 16 MB malloc, 18 MB malloc, 25 MB malloc, 29 MB malloc, 22 MB malloc
A659: 1 MB malloc, 9 MB malloc, -5 MB malloc, 14 MB malloc, 12 MB malloc, 0 MB malloc, 2 MB malloc, 15 MB malloc, 19 MB malloc, 6 MB malloc
A660: 18 MB malloc, 26 MB malloc, 12 MB malloc, 31 MB malloc, 29 MB malloc, 17 MB malloc, 19 MB malloc, 32 MB malloc, 36 MB malloc, 23 MB malloc
A661: 15 MB malloc, 17 MB malloc, 15 MB malloc, 22 MB malloc, 20 MB malloc, 20 MB malloc, 22 MB malloc, 23 MB malloc, 27 MB malloc, 26 MB malloc
A662: 15 MB malloc, 20 MB malloc, 12 MB malloc, 25 MB malloc, 23 MB malloc, 17 MB malloc, 19 MB malloc, 26 MB malloc, 30 MB malloc, 23 MB malloc
A663: 7 MB malloc, 12 MB malloc, 4 MB malloc, 17 MB malloc, 15 MB malloc, 9 MB malloc, 11 MB malloc, 18 MB malloc, 22 MB malloc, 15 MB malloc
A664: 29 MB malloc, 30 MB malloc, 30 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 37 MB malloc, 36 MB malloc, 40 MB malloc, 41 MB malloc
A665: 10 MB malloc, 13 MB malloc, 9 MB malloc, 18 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 19 MB malloc, 23 MB malloc, 20 MB malloc
A666: 7 MB malloc, 10 MB malloc, 6 MB malloc, 15 MB malloc, 13 MB malloc, 11 MB malloc, 13 MB malloc, 16 MB malloc, 20 MB malloc, 17 MB malloc
A667: 15 MB malloc, 18 MB malloc, 14 MB malloc, 23 MB malloc, 21 MB malloc, 19 MB malloc, 21 MB malloc, 24 MB malloc, 28 MB malloc, 25 MB malloc
A668: 7 MB malloc, 9 MB malloc, 7 MB malloc, 14 MB malloc, 12 MB malloc, 12 MB malloc, 14 MB malloc, 15 MB malloc, 19 MB malloc, 18 MB malloc
A669: 23 MB malloc, 24 MB malloc, 24 MB malloc, 29 MB malloc, 27 MB malloc, 29 MB malloc, 31 MB malloc, 30 MB malloc, 34 MB malloc, 35 MB malloc
A670: 6 MB malloc, 14 MB malloc, 0 MB malloc, 19 MB malloc, 17 MB malloc, 5 MB malloc, 7 MB malloc, 20 MB malloc, 24 MB malloc, 11 MB malloc
A671: 20 MB malloc, 24 MB malloc, 18 MB malloc, 29 MB malloc, 27 MB malloc, 23 MB malloc, 25 MB malloc, 30 MB malloc, 34 MB malloc, 29 MB malloc
A672: 28 MB malloc, 30 MB malloc, 28 MB malloc, 35 MB malloc, 33 MB malloc, 33 MB malloc, 35 MB malloc, 36 MB malloc, 40 MB malloc, 39 MB malloc
A673: 6 MB malloc, 7 MB malloc, 7 MB malloc, 12 MB malloc, 10 MB malloc, 12 MB malloc, 14 MB malloc, 13 MB malloc, 17 MB malloc, 18 MB malloc
A674: 7 MB malloc, 9 MB malloc, 7 MB malloc, 14 MB malloc, 12 MB malloc, 12 MB malloc, 14 MB malloc, 15 MB malloc, 19 MB malloc, 18 MB malloc
A675: 25 MB malloc, 26 MB malloc, 26 MB malloc, 31 MB malloc, 29 MB malloc, 31 MB malloc, 33 MB malloc, 32 MB malloc, 36 MB malloc, 37 MB malloc
A676: 2 MB malloc, 3 MB malloc, 3 MB malloc, 8 MB malloc, 6 MB malloc, 8 MB malloc, 10 MB malloc, 9 MB malloc, 13 MB malloc, 14 MB malloc
A677: 30 MB malloc, 32 MB malloc, 30 MB malloc, 37 MB malloc, 35 MB malloc, 35 MB malloc, 37 MB malloc, 38 MB malloc, 42 MB malloc, 41 MB malloc
A678: 12 MB malloc, 13 MB malloc, 13 MB malloc, 18 MB malloc, 16 MB malloc, 18 MB malloc, 20 MB malloc, 19 MB malloc, 23 MB malloc, 24 MB malloc
A679: 3 MB malloc, 6 MB malloc, 2 MB malloc, 11 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 12 MB malloc, 16 MB malloc, 13 MB malloc
A680: 3 MB malloc, 9 MB malloc, -1 MB malloc, 14 MB malloc, 12 MB malloc, 4 MB malloc, 6 MB malloc, 15 MB malloc, 19 MB malloc, 10 MB malloc
A681: 9 MB malloc, 10 MB malloc, 10 MB malloc, 15 MB malloc, 13 MB malloc, 15 MB malloc, 17 MB malloc, 16 MB malloc, 20 MB malloc, 21 MB malloc
A682: 28 MB malloc, 29 MB malloc, 29 MB malloc, 34 MB malloc, 32 MB malloc, 34 MB malloc, 36 MB malloc, 35 MB malloc, 39 MB malloc, 40 MB malloc
A683: 28 MB malloc, 29 MB malloc, 29 MB malloc, 34 MB malloc, 32 MB malloc, 34 MB malloc, 36 MB malloc, 35 MB malloc, 39 MB malloc, 40 MB malloc
A684: 4 MB malloc, 11 MB malloc, -1 MB malloc, 16 MB malloc, 14 MB malloc, 4 MB malloc, 6 MB malloc, 17 MB malloc, 21 MB malloc, 10 MB malloc
A685: 25 MB malloc, 32 MB malloc, 20 MB malloc, 37 MB malloc, 35 MB malloc, 25 MB malloc, 27 MB malloc, 38 MB malloc, 42 MB malloc, 31 MB malloc
A686: 29 MB malloc, 33 MB malloc, 27 MB malloc, 38 MB malloc, 36 MB malloc, 32 MB malloc, 34 MB malloc, 39 MB malloc, 43 MB malloc, 38 MB malloc
A687: 18 MB malloc, 26 MB malloc, 12 MB malloc, 31 MB malloc, 29 MB malloc, 17 MB malloc, 19 MB malloc, 32 MB malloc, 36 MB malloc, 23 MB malloc
A688: 20 MB malloc, 22 MB malloc, 20 MB malloc, 27 MB malloc, 25 MB malloc, 25 MB malloc, 27 MB malloc, 28 MB malloc, 32 MB malloc, 31 MB malloc
A689: 8 MB malloc, 12 MB malloc, 6 MB malloc, 17 MB malloc, 15 MB malloc, 11 MB malloc, 13 MB malloc, 18 MB malloc, 22 MB malloc, 17 MB malloc
A690: 23 MB malloc, 24 MB malloc, 24 MB malloc, 29 MB malloc, 27 MB malloc, 29 MB malloc, 31 MB malloc, 30 MB malloc, 34 MB malloc, 35 MB malloc
A691: 4 MB malloc, 5 MB malloc, 5 MB malloc, 10 MB malloc, 8 MB malloc, 10 MB malloc, 12 MB malloc, 11 MB malloc, 15 MB malloc, 16 MB malloc
A692: 10 MB malloc, 14 MB malloc, 8 MB malloc, 19 MB malloc, 17 MB malloc, 13 MB malloc, 15 MB malloc, 20 MB malloc, 24 MB malloc, 19 MB malloc
A693: 9 MB malloc, 11 MB malloc, 9 MB malloc, 16 MB malloc, 14 MB malloc, 14 MB malloc, 16 MB malloc, 17 MB malloc, 21 MB malloc, 20 MB malloc
A694: 19 MB malloc, 24 MB malloc, 16 MB malloc, 29 MB malloc, 27 MB malloc, 21 MB malloc, 23 MB malloc, 30 MB malloc, 34 MB malloc, 27 MB malloc
A695: 30 MB malloc, 33 MB malloc, 29 MB malloc, 38 MB malloc, 36 MB malloc, 34 MB malloc, 36 MB malloc, 39 MB malloc, 43 MB malloc, 40 MB malloc
A696: 30 MB malloc, 32 MB malloc, 30 MB malloc, 37 MB malloc, 35 MB malloc, 35 MB malloc, 37 MB malloc, 38 MB malloc, 42 MB malloc, 41 MB malloc
A697: 15 MB malloc, 20 MB malloc, 12 MB malloc, 25 MB malloc, 23 MB malloc, 17 MB malloc, 19 MB malloc, 26 MB malloc, 30 MB malloc, 23 MB malloc
A698: 19 MB malloc, 26 MB malloc, 14 MB malloc, 31 MB malloc, 29 MB malloc, 19 MB malloc, 21 MB malloc, 32 MB malloc, 36 MB malloc, 25 MB malloc
A699: 6 MB malloc, 9 MB malloc, 5 MB malloc, 14 MB malloc, 12 MB malloc, 10 MB malloc, 12 MB malloc, 15 MB malloc, 19 MB malloc, 16 MB malloc
A700: 5 MB malloc, 6 MB malloc, 6 MB malloc, 11 MB malloc, 9 MB malloc, 11 MB malloc, 13 MB malloc, 12 MB malloc, 16 MB malloc, 17 MB malloc
A701: 23 MB malloc, 24 MB malloc, 24 MB malloc, 29 MB malloc, 27 MB malloc, 29 MB malloc, 31 MB malloc, 30 MB malloc, 34 MB malloc, 35 MB malloc
A702: 13 MB malloc, 14 MB malloc, 14 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 21 MB malloc, 20 MB malloc, 24 MB malloc, 25 MB malloc
A703: 3 MB malloc, 9 MB malloc, -1 MB malloc, 14 MB malloc, 12 MB malloc, 4 MB malloc, 6 MB malloc, 15 MB malloc, 19 MB malloc, 10 MB malloc
A704: 20 MB malloc, 21 MB malloc, 21 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 28 MB malloc, 27 MB malloc, 31 MB malloc, 32 MB malloc
A705: 21 MB malloc, 30 MB malloc, 14 MB malloc, 35 MB malloc, 33 MB malloc, 19 MB malloc, 21 MB malloc, 36 MB malloc, 40 MB malloc, 25 MB malloc
A706: 15 MB malloc, 19 MB malloc, 13 MB malloc, 24 MB malloc, 22 MB malloc, 18 MB malloc, 20 MB malloc, 25 MB malloc, 29 MB malloc, 24 MB malloc
A707: 27 MB malloc, 30 MB malloc, 26 MB malloc, 35 MB malloc, 33 MB malloc, 31 MB malloc, 33 MB malloc, 36 MB malloc, 40 MB malloc, 37 MB malloc
A708: 11 MB malloc, 12 MB malloc, 12 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 19 MB malloc, 18 MB malloc, 22 MB malloc, 23 MB malloc
A709: 22 MB malloc, 27 MB malloc, 19 MB malloc, 32 MB malloc, 30 MB malloc, 24 MB malloc, 26 MB malloc, 33 MB malloc, 37 MB malloc, 30 MB malloc
A710: 30 MB malloc, 39 MB malloc, 23 MB malloc, 44 MB malloc, 42 MB malloc, 28 MB malloc, 30 MB malloc, 45 MB malloc, 49 MB malloc, 34 MB malloc
A711: 24 MB malloc, 25 MB malloc, 25 MB malloc, 30 MB malloc, 28 MB malloc, 30 MB malloc, 32 MB malloc, 31 MB malloc, 35 MB malloc, 36 MB malloc
A712: 23 MB malloc, 30 MB malloc, 18 MB malloc, 35 MB malloc, 33 MB malloc, 23 MB malloc, 25 MB malloc, 36 MB malloc, 40 MB malloc, 29 MB malloc
A713: 14 MB malloc, 22 MB malloc, 8 MB malloc, 27 MB malloc, 25 MB malloc, 13 MB malloc, 15 MB malloc, 28 MB malloc, 32 MB malloc, 19 MB malloc
A714: 15 MB malloc, 18 MB malloc, 14 MB malloc, 23 MB malloc, 21 MB malloc, 19 MB malloc, 21 MB malloc, 24 MB malloc, 28 MB malloc, 25 MB malloc
A715: 19 MB malloc, 20 MB malloc, 20 MB malloc, 25 MB malloc, 23 MB malloc, 25 MB malloc, 27 MB malloc, 26 MB malloc, 30 MB malloc, 31 MB malloc
A716: 5 MB malloc, 7 MB malloc, 5 MB malloc, 12 MB malloc, 10 MB malloc, 10 MB malloc, 12 MB malloc, 13 MB malloc, 17 MB malloc, 16 MB malloc
A717: 20 MB malloc, 24 MB malloc, 18 MB malloc, 29 MB malloc, 27 MB malloc, 23 MB malloc, 25 MB malloc, 30 MB malloc, 34 MB malloc, 29 MB malloc
A718: 27 MB malloc, 28 MB malloc, 28 MB malloc, 33 MB malloc, 31 MB malloc, 33 MB malloc, 35 MB malloc, 34 MB malloc, 38 MB malloc, 39 MB malloc
A719: 13 MB malloc, 14 MB malloc, 14 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 21 MB malloc, 20 MB malloc, 24 MB malloc, 25 MB malloc
A720: 19 MB malloc, 20 MB malloc, 20 MB malloc, 25 MB malloc, 23 MB malloc, 25 MB malloc, 27 MB malloc, 26 MB malloc, 30 MB malloc, 31 MB malloc
A721: 19 MB malloc, 25 MB malloc, 15 MB malloc, 30 MB malloc, 28 MB malloc, 20 MB malloc, 22 MB malloc, 31 MB malloc, 35 MB malloc, 26 MB malloc
A722: 24 MB malloc, 27 MB malloc, 23 MB malloc, 32 MB malloc, 30 MB malloc, 28 MB malloc, 30 MB malloc, 33 MB malloc, 37 MB malloc, 34 MB malloc
A723: 5 MB malloc, 7 MB malloc, 5 MB malloc, 12 MB malloc, 10 MB malloc, 10 MB malloc, 12 MB malloc, 13 MB malloc, 17 MB malloc, 16 MB malloc
A724: 21 MB malloc, 24 MB malloc, 20 MB malloc, 29 MB malloc, 27 MB malloc, 25 MB malloc, 27 MB malloc, 30 MB malloc, 34 MB malloc, 31 MB malloc
A725: 10 MB malloc, 12 MB malloc, 10 MB malloc, 17 MB malloc, 15 MB malloc, 15 MB malloc, 17 MB malloc, 18 MB malloc, 22 MB malloc, 21 MB malloc
A726: 26 MB malloc, 34 MB malloc, 20 MB malloc, 39 MB malloc, 37 MB malloc, 25 MB malloc, 27 MB malloc, 40 MB malloc, 44 MB malloc, 31 MB malloc
A727: 26 MB malloc, 28 MB malloc, 26 MB malloc, 33 MB malloc, 31 MB malloc, 31 MB malloc, 33 MB malloc, 34 MB malloc, 38 MB malloc, 37 MB malloc
A728: 15 MB malloc, 19 MB malloc, 13 MB malloc, 24 MB malloc, 22 MB malloc, 18 MB malloc, 20 MB malloc, 25 MB malloc, 29 MB malloc, 24 MB malloc
A729: 11 MB malloc, 14 MB malloc, 10 MB malloc, 19 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 20 MB malloc, 24 MB malloc, 21 MB malloc
A730: 30 MB malloc, 33 MB malloc, 29 MB malloc, 38 MB malloc, 36 MB malloc, 34 MB malloc, 36 MB malloc, 39 MB malloc, 43 MB malloc, 40 MB malloc
A731: 23 MB malloc, 32 MB malloc, 16 MB malloc, 37 MB malloc, 35 MB malloc, 21 MB malloc, 23 MB malloc, 38 MB malloc, 42 MB malloc, 27 MB malloc
A732: 3 MB malloc, 9 MB malloc, -1 MB malloc, 14 MB malloc, 12 MB malloc, 4 MB malloc, 6 MB malloc, 15 MB malloc, 19 MB malloc, 10 MB malloc
A733: 24 MB malloc, 29 MB malloc, 21 MB malloc, 34 MB malloc, 32 MB malloc, 26 MB malloc, 28 MB malloc, 35 MB malloc, 39 MB malloc, 32 MB malloc
A734: 22 MB malloc, 25 MB malloc, 21 MB malloc, 30 MB malloc, 28 MB malloc, 26 MB malloc, 28 MB malloc, 31 MB malloc, 35 MB malloc, 32 MB malloc
A735: 23 MB malloc, 32 MB malloc, 16 MB malloc, 37 MB malloc, 35 MB malloc, 21 MB malloc, 23 MB malloc, 38 MB malloc, 42 MB malloc, 27 MB malloc
A736: 29 MB malloc, 36 MB malloc, 24 MB malloc, 41 MB malloc, 39 MB malloc, 29 MB malloc, 31 MB malloc, 42 MB malloc, 46 MB malloc, 35 MB malloc
A737: 30 MB malloc, 31 MB malloc, 31 MB malloc, 36 MB malloc, 34 MB malloc, 36 MB malloc, 38 MB malloc, 37 MB malloc, 41 MB malloc, 42 MB malloc
A738: 25 MB malloc, 27 MB malloc, 25 MB malloc, 32 MB malloc, 30 MB malloc, 30 MB malloc, 32 MB malloc, 33 MB malloc, 37 MB malloc, 36 MB malloc
A739: 8 MB malloc, 11 MB malloc, 7 MB malloc, 16 MB malloc, 14 MB malloc, 12 MB malloc, 14 MB malloc, 17 MB malloc, 21 MB malloc, 18 MB malloc
A740: 16 MB malloc, 23 MB malloc, 11 MB malloc, 28 MB malloc, 26 MB malloc, 16 MB malloc, 18 MB malloc, 29 MB malloc, 33 MB malloc, 22 MB malloc
A741: 29 MB malloc, 32 MB malloc, 28 MB malloc, 37 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 38 MB malloc, 42 MB malloc, 39 MB malloc
A742: 17 MB malloc, 18 MB malloc, 18 MB malloc, 23 MB malloc, 21 MB malloc, 23 MB malloc, 25 MB malloc, 24 MB malloc, 28 MB malloc, 29 MB malloc
A743: 6 MB malloc, 11 MB malloc, 3 MB malloc, 16 MB malloc, 14 MB malloc, 8 MB malloc, 10 MB malloc, 17 MB malloc, 21 MB malloc, 14 MB malloc
A744: 1 MB malloc, 8 MB malloc, -4 MB malloc, 13 MB malloc, 11 MB malloc, 1 MB malloc, 3 MB malloc, 14 MB malloc, 18 MB malloc, 7 MB malloc
A745: 21 MB malloc, 24 MB malloc, 20 MB malloc, 29 MB malloc, 27 MB malloc, 25 MB malloc, 27 MB malloc, 30 MB malloc, 34 MB malloc, 31 MB malloc
